question,answer
金田花园的轨道交通,小区口150米左右是地铁三号线，200米是狮子林大街公交站
金田花园的小区户型,小区共14栋楼，都是小砖房，1-10号楼是还迁院，11-14为商品院，户型一室和两室为主
金田花园的不足之处,小区车位紧张，绿化差点
金田花园的生活配套,300米左右是米兰超市，金蕾菜市场十月菜市场，400米到中山公园
金益园的小区设施,小区内设花坛，健身器材
金益园的小区户型,金益园一共24栋楼一共2489户 小区一室两室三室均有，以一室两室小户型居多 小区全部都是高层
金益园的居民素质,此房为还迁房  小区老人居多  人们都跟热情  互帮互助  居住氛围浓厚
金益园的轨道交通,小区出门雅润路直达海河教育园 小区附近公交站652、203、131、808、629等公交线路交通便利
金益园的小区户型,金益园一共24栋楼一共2489户 小区从55平米到115平米户型一室到三室不等 小区全部都是高层
金益园的不足之处,有时小区里早高峰晚高峰会有一些小拥堵
金益园的生活配套,小区周围有吾悦、月坛、新华广场三大商圈配套齐全小区楼下大部分有超市 小区外面饭店一条街 旁边生鲜市场
金益园的生活配套,小区周围有吾悦，月坛、新华广场三大商圈配套齐全，楼下有超市 小区外饭店一条街 距离吾悦1000米左右
金盛国际的不足之处,附近市场较多可能会有一些嘈杂 有时小区里早高峰晚高峰会有一些小拥堵  车位紧张
金盛国际的附近学校,学区为南开第一的中营小学，中学为崇化中学，南开中学，育红中学，二十五中学，五十中学等重点
金盛国际的不足之处,小区绿化低，停车位紧张，开间户型私密性不是很好
金盛国际的生活配套,距离楼下天佑城商场20米，1/2号线中转西南角地铁站，附近有西关街菜市场，生活交通购物都不耽误
金盛国际的小区户型,"户型有平层，错跃和直跃，共两座A,B座，主推中高楼层58平米错跃，性价比高，非常适合落户，落学片"
金盛国际的其他描述,物业是上海陆家嘴物业，物业费2.2元/平/月，门卫全天驻守。
金盛国际的轨道交通,小区楼下就是1号线2号线换乘站西南角站，可直达西站、天津站、滨海国际机场。
金盛国际的生活配套,楼下就是南开天佑城，是如意大厦自持的商业裙楼，配备餐饮、影院、购物、休闲、教育等配套。
金盛国际的小区户型,本小区共2栋楼，1#40层到顶主力户型58㎡左右的一室。2#23层到顶主力户型58-63㎡错跃、直跃
金秋新苑的不足之处,绿化少，租户多，车位紧张
金秋新苑的小区户型,小区主要有高层和洋房，户型有55和83平，楼间距大
金秋新苑的不足之处,小区车位不是很多 晚上下班晚停车不是很方便  车位紧张
金秋新苑的轨道交通,出小区门口右拐50米有公交车总站，路线有304和682可通向华山里换1号线
金秋新苑的生活配套,出门200米有连锁世界华联超市 药店 饭店等
金融街融汇的小区设施,小区南门入口处，有一个五米大的小花园，靠近12号楼，14号楼中间位置。
金融街融汇的房屋品质,2017年交的房子，国企质量，防水保温层都做的挺好的。
金融街融汇的小区户型,小区总共22栋楼，其中4栋高层，剩余为洋房；小区主要户型高层72/78平，洋房89/108/113。
金融街融汇的不足之处,小区配套不是特别齐全，教育资源比较缺失。
金融街融汇的轨道交通,离地铁3号线高新区站1200米，公站离小区150米，862路，638路，满足出行需求。
金融街融汇的小区设施,小区全地下车位，高绿化，有孩子活动的空间和运动场。
金谊花园的其他描述,小区物业为第一太平戴维斯物业，物业管理非常严格，物业费2.8元一平。
金谊花园的小区户型,小区一共29栋楼，房屋面积以82平左右两居为主打户型，小区楼间距很大，低层采光问题不受遮挡，环境好
金谊花园的不足之处,目前小区车位比较紧张，毕竟是高层，成熟社区（地下车位未对外开放）
金谊花园的生活配套,门口人人乐超市，康汇医院，大寺中心幼儿园  生活配套齐全
金谊花园的小区设施,小区内部设置两个游玩花园，健身器材，游乐场 真不错
金谊花园的轨道交通,门口有636路  96路 711路 838路 通往市区 地铁换乘都很便利
金钟新城的房屋品质,天房大品牌开发，品质有保障。
金钟新城的小区户型,小区均为一梯两户，南北通透，主推大户型，适合改善。
金钟新城的居民素质,小区老人小孩会相对多一些，小住户多以三代人为主。
金钟新城的轨道交通,距离金沙江路地铁站150平米，可在此换乘三号线，四号线和十三号。
金钟新城的生活配套,向东 2km有七宝城市广场，共有层，二楼与三楼步梯处有彩虹广场，为儿童提供游玩空间。
金钟新城的不足之处,地上车位目前不足，造成车辆乱停乱放现象，有待提高物业调整解决。
金隅满堂红杉花苑的小区设施,小区中心有850平米的绿地，绿地周边设有儿童滑梯，跷跷板等娱乐设施。
金隅满堂红杉花苑的轨道交通,小区门口有3路公交，616路，686路，858路，两站地到达中北大道，可直接坐616到达曹庄地铁站
金隅满堂红杉花苑的不足之处,地上车位不足，下班高峰期小区门口堵塞严重，有待改善
鑫旺里的其他描述,物业费是2.4/平/月容积率低，地处中北镇繁华地段，小区成交价在两万六千到两万八千左右
鑫旺里的不足之处,小区是还迁房，物业相对商品房要差些。
鑫旺里的生活配套,鑫旺里小区有自己的商业街，离永旺、兆恒广场、新濠广场都不超过800米。
鑫旺里的不足之处,小区住户多元化，租户比较多
鑫旺里的生活配套,小区出北门200米为兆恒广场，北门400为永旺梦乐园，出西北门为鑫旺里商业，350米为辛庄卫生院。
鑫旺里的小区设施,小区分为前院和后院，各自都有自己的中心花园，休闲娱乐于一体的鑫旺里商业街。
鑫旺里的小区户型,小区都是高层，分为11层，18层，24层到顶，面积53.96独单--132平大三室，楼间距均在40米
鑫旺里的小区户型,小区主力户型为一室55、62、64、70四个户型两室84、88、92、105
鑫旺里的轨道交通,出小区门400米为辛庄公交站站点，808、629、705（东线），855等多条线路。
鑫旺里的附近学校,小区出门200米就是辛庄中学和辛庄小学，离海教园2公里。
鑫洋园的附近学校,小区距离辛庄中学、小学的距离都没超过600米，离海河教育园也在两公里以内。
鑫洋园的小区设施,小区内有健身区、小花园等设施，位于小区的入口位置，可供居民日常休闲健身、小孩子玩耍。
鑫洋园的小区户型,鑫洋园小区一共有51栋楼，分为小高层和大高层，主要是户型是60㎡的一室和90㎡的两室
鑫洋园的轨道交通,小区周边配套齐全，出行便利，距离1号线地铁站2公里，可直通市里。距离天津大道1公里，可直达滨海新区
鑫洋园的小区户型,本小区位于丰达园的东面，建成于2012年，共有27栋楼，大户型居多，98平米户型比较好，南北通透
鑫海苑的不足之处,小区还迁房  租客比较多
鑫海苑的小区户型,主户型以87平米两室和103平米三室为主都为六层到顶板楼楼间距35米采光好，但是个几号楼采光相对较差
鑫海苑的附近学校,出小区门口向东100米为县重点蓟县四中，向西200米县重点小学蓟县二小真正的校区房，环境优美师资雄厚
鑫海苑的生活配套,出小区门口50米路西宝乐迪KTV，小区门口两侧超市，药店，社区卫生服站，小区为成熟社区，配套齐全
鑫港园的不足之处,小区建筑年代为1998年到2000年左右，相对比较老
鑫港园的不足之处,小区有的还没有房本，小区洋房没有电梯，上下楼就是不太方便的
鑫港园的居民素质,居民都是村里人，很好相处的呢，都是一大家子住在小区里
鑫港园的生活配套,距离永旺梦乐城1000米，附近300米处就有镇医院，小区侧面有一个菜市场，生活那是很方便的
鑫港园的小区户型,这个小区楼梯不是那么新了，小区楼栋分布均匀，是小高和洋房，大多是南北通透的户型，采光都是很好的
鑫源花苑的小区设施,小区每栋楼下都有停车棚子，都是地上车位，还挺多，每栋楼下都是小花园，健身器材在5号楼楼下。
鑫源花苑的小区户型,滨海未来城小区主打两室、三室户型，户型较多满足各种人群需求，楼间距在35米左右，采光非常好
鑫源花苑的不足之处,小区地上停车位较少，离着高速较近
钰鑫园的轨道交通,小区有很便利的交通，小区门口有400路、458路等，距离小区两公里有长深高速，让您去哪里都可以很便捷
钰鑫园的小区户型,小区共计24栋楼，分为6层到顶洋房，以140平米左右为主。高层17层到顶，以92平米左右为主。
钰鑫园的小区设施,小区采用地上地下车位，车位比例1比1.1，小区内有健身广场，设备齐全
钰鑫园的不足之处,小区物业管理有些松散，不是太好
银杏公寓的生活配套,小区北侧50米是餐厅，西侧50米药店，西侧200米大型购物商场，商场四楼娱乐场所KTV.
银杏公寓的小区户型,小区有一梯2户  1梯4户  1梯3户  一室 朝阳 两室 三室 朝向南北通透  推荐：南北通户型
银杏公寓的不足之处,周边有拆迁项目  显示周边环境凌乱
银杏公寓的轨道交通,离公交站300米（5路;600路内环;600路外环;649路） 光荣道上是地铁1号线
银杏公寓的小区设施,小区内有商场 旁边是体育馆  健身房 小区中心有广场 花园
银杏公寓的房屋品质,天津开发区晨星房地产开发有限公司建造 楼间距大于50米 隔音效果好  有车位 屋子防湿防潮
银湾国际广场的生活配套,小区200米有商场 电器超市 500米是封闭菜市场 100米是50中学 丁字沽一号路是红桥医院
银湾国际广场的生活配套,距离梅江永旺购物广场约1.6公里，楼下旁就是中国银行开发区派出所，距离龙居生活广场约1.9公里
银湾国际广场的不足之处,小区车位比较紧张，业主下班回家都得抢车位；周边配套不成熟，医疗学校等设施较少，不完善。
银湾国际广场的其他描述,40年大产权小区租户较多，有办公使用，物业费3.39元/平水费9元/吨电费1.41元/度取暖40每平
银湾国际广场的居民素质,小区租户较多，有办公使用的，整体素质卫生保持的挺好
锦润华庭的小区户型,户型分为ABC区一般为一室直门独一室分为33平米40平米46平米54平米两室92平米，一共7层有电梯
锦润华庭的小区户型,小区一共有15栋楼，71平一居室 90平两居室 280平4居室为小区主力户型。
锦润华庭的小区户型,小区共计15栋楼.71平米两居室到280平米洋房四居室顶楼跃层.小区2019.10月份左右交房.
锦润华庭的轨道交通,出门就是公交车站，660 690 516 路去往华明镇 河东区。
锦润华庭的生活配套,小区北行800米左右有大型商场.永辉超市.大地影院.医科大学总医院三甲医院。
锦润华庭的轨道交通,出门就是公交车站，出门就是地铁2号线的延长线。
锦润华庭的不足之处,小区位置相对偏僻.当时延期交房3年，口碑不是很好。
锦绣大家的其他描述,小区为天保自持物业 物业费205元每平米每月。
锦绣大家的小区户型,目前主力户型88平米127平米110平米低密度洋房社区。
锦绣大家的其他描述,开发商自持物业，物业费3.15元/m2、、、
锦绣大家的小区设施,项目园区主要以水景为主要元素，打造7多种景观节点，突显东方园林意境。
锦绣大家的轨道交通,距离小区900米处有地铁6号线小区北侧道路宽敞交通便利乘坐地铁方便不拥堵。
锦绣大家的轨道交通,距离地铁6号线一公里，小区门口有公交站可直达市区和滨海新区，临近津港高速，出行方便。
锦绣大家的小区户型,小区是6-9层到顶的洋房社区，主要在售88平，110平的三居室，户型方正，南北通透，楼间距35米以上
锦绣大家的房屋品质,锦绣大家是由雅居乐和华宇两个大开发商联合建设，小区交房时间是2022年6月份  统一毛坯交房。
锦绣大家的附近学校,海教园九年一贯制南开中小学，初中不用摇号，学籍是南开学籍
锦绣大家的生活配套,距新城吾悦广场仅2.2km距永旺梦乐城仅4.4km。
锦绣大家的生活配套,距离3公里有新城吾悦广场，购物便利、、、、
锦绣大家的不足之处,上市物业公司，物业费稍高。
锦绣大家的小区设施,小区中心有2000米环形夜光橡胶跑道还有900米绿化长廊。
锦绣大家的轨道交通,距离202路91米，距离930路536米。
锦绣大家的小区户型,在售楼栋为47#-51#楼，在售面积75平米、89平米、110平米。9层到顶洋房，楼间距35-45。
锦绣大家的不足之处,距离地铁较远，地铁6号线和慧南路站1公里的距离
锦绣大家的小区设施,小区中心有2000米环形夜光橡胶跑道，900米的绿化长廊，绿化率40%，海教园唯一水系园林景观社区
锦绣大家的不足之处,周边配套还不完善，购物不方便。
锦绣大家的生活配套,项目距离新城吾悦广场3.2公里距离咸水沽医院1.9公里距离永旺梦乐城5.5公里。
锦绣大家的小区设施,小区中心有500平米的儿童活动中心，交通便利、、、
锦绣大家的房屋品质,本小区有品牌开发商雅居乐与华宇共同打造的高品质社区，项目整体中式风格，凸显东方园林意境。
锦绣大家的不足之处,海教园单价偏高，离地铁稍微远一点
锦绣花园的小区户型,在售：47#—51#楼，在售面积：77平米，89平米，110平米。楼间距35—45。9层到顶洋房。
锦绣花园的小区户型,三层到顶，四层到顶，六楼到顶，六楼带阁楼。96平米的双阳两居室采光好，面积大。
锦绣花园的不足之处,小区绿化偏少，车位相对紧张。
锦绣香江棕榈园的生活配套,小区一号楼楼下是底商，餐饮，超市，洗浴中心，理发店，满足日常需求。后门步行100米是菜市场。
锦绣香江棕榈园的小区设施,人车分流，地下1:1车位，进小区西入口200米处有一个五六百平米游泳池，小区中间有一条河业主可以垂钓
锦绣香江棕榈园的小区户型,棕榈园主打八九十平米两居室，共计19栋楼，两梯四户，17层到顶，楼间距60平米以上
锦绣香江棕榈园的不足之处,通透户型的大部分房源是北面客厅，只有一个主卧在南，南厅通透户型的采光也有影响，全阳户型凸出影响通透采光
锦绣香江玫瑰园的其他描述,开发商自持物业，物业费1.8元，每天有保洁收拾园区卫生，24小 时保安轮值
锦绣香江玫瑰园的附近学校,距离小区800米有香江自持幼儿园，2公里有小学都有校车接送，距离5公里有大白初中和大白高中。
锦绣香江玫瑰园的轨道交通,交通便利，小区内部有便民电瓶车到超市，小区内到天津北京的楼吧别，距离1公里也有直达天津，宝坻的公交车
锦绣香江玫瑰园的不足之处,现在因为是新小区入住率不高，租户多
锦绣香江芙蓉湾花园的小区户型,小区内主要是41－48的一居，56的小两居，86.89.95的两居为主，有小高和洋房
锦绣香江芙蓉湾花园的不足之处,地下车位没有开放，现在出现很多乱停车现象，物业有待管理
锦绣香江芙蓉湾花园的小区设施,香江医院，老年大学，养老公寓，食堂，地下车位，篮球场，健身器材等为业主提供健康生活便利。
锦绣香江芙蓉湾花园的附近学校,小区内有红黄蓝幼儿园，特聘外教，师资力量雄厚，校内有许多儿童游乐设施。
长征楼的生活配套,小区门口100米商业街超市可满足日常所需，自身配套香江医院。
长征楼的不足之处,小区车位紧张，没有实现人车分流。
长征楼的生活配套,小区门口50米是生活便利超市。
长征楼的小区户型,高层，一梯两户，一室36.23平米，两室47-56.88平米
长治里的附近学校,小区东侧100米有天津市天津市第七中学。
长治里的不足之处,地上车位目前不足，造成车辆乱停乱放现象，有待物业调整。
长治里的居民素质,小区老人小孩相对多些，小区多以三代人为主，会有老人帮照顾孩子，居住气氛浓厚。
长治里的附近学校,长治里小学就在小区内，临江里幼儿园距离500米。
长治里的小区设施,小区树木植被绿地30%，设有健身娱乐运动设施，可供休息健身，跑步休息。
长治里的小区户型,长治里主推户型60平米刀把偏 和40平米一室 五层到顶的和六楼到顶的 楼间距35米采光无遮挡
长治里的不足之处,老旧小区 停车位紧张
长治里的附近学校,小区内自带小学 国家公立教育机构 长治里小学 师资力量也非常好
长治里的生活配套,小区对面就是大型菜市场  生活物品应有尽有 而且还很价廉
长青北里的生活配套,出小区南行800米，人人乐商场。1公里内百脑汇，三潭医院，南开中医院。
长青北里的不足之处,小区车位少 绿化少 老旧小区
长青北里的小区户型,小区 是6楼到顶的砖房  面积36平米一室60平米两室 楼间距远 采光好
长青北里的轨道交通,小区500米范围内有1路911路619路47路869路48路 地铁6号线民权门站
阳光100国际新城东园的生活配套,小区500米范围;有小红路菜市场 中铁国际国场  中国邮局银行
阳光100国际新城东园的小区户型,小区以小高层为主，一梯两户，南北通透，主要是120平米左右的三室两卫为主力户型，适合改善需求。
阳光100国际新城东园的生活配套,小区内自带商业街，大型商超，苏宁易购711超市，酒吧饭馆齐全，医药等各种需求齐全。
阳光100国际新城东园的不足之处,小区位置在南开南片，靠近外环，是个综合型社区，人口比较杂。 车位紧张
阳光100国际新城东园的轨道交通,小区北门南侧20米公交站，多条交通路线，社区北侧快速路，通达市内六区，非常方便200米内各条主干道。
阳光100国际新城西园的小区设施,小区中心有900平米的小花园，花园周边有一些锻炼身体的设备，还有些儿童设备。
阳光100国际新城西园的小区户型,小区有一梯两户和三梯八户的类型，户型和朝向选择类别较多，价位选择余地大！推荐117平三室
阳光100国际新城西园的居民素质,小区打工族与外籍人士居多，环境优雅，居民素质较好
阳光100国际新城西园的其他描述,物业为阳光一百自持物业。东园1.3.5。北园1-7物业费为0.9元！西园16-23为1.8元！
阳光100国际新城西园的小区设施,小区中心有人造湖，湖周边设有花园，健身器材，休闲娱乐的好去处
阳光100国际新城西园的轨道交通,门口就有公交703、829等公交车，离地铁三号线红旗南路站800米左右，出行方便
阳光100国际新城西园的生活配套,小区向北1500米是彩柒汇生活广场，一楼是大型超市，二楼是服装玩具，三楼是影院。适合逛街娱乐
阳光100国际新城西园的不足之处,临时停车不方便。地下停车场临时停车位不多
阳光100国际新城西园的不足之处,小区规模较大人口比较密集，绿化面积太少，物业管理欠缺
阳光100国际新城西园的小区设施,小区中心位置有个一千二百平米的人工湖，湖的北边是一个60平米的广场。很多小孩放学后来这里玩滑板
阳光100国际新城西园的小区户型,小区内有4栋小高层，8栋5层小洋房，5栋10层洋房，4栋22层大高层，主推大户型，120平三房一卫
阳光城文澜府的居民素质,小区住户比例在八成！老人小孩居多。大多都是老人过来照顾小孩上学！居住氛围浓厚。人流量较大
阳光城文澜府的不足之处,社区生活配套暂时不全。
阳光城文澜府的其他描述,自持物业，人脸识别才能出入小区，全智能社区。安全放心
阳光城文澜府的生活配套,东侧2公里就是新城吾悦广场，满足购物娱乐等需求。
阳光城文澜府的小区设施,小区内景观植物27种，社区内有幼儿园，老年活动中心，车位配比1:1
阳光城文澜府的小区户型,洋房社区，主力户型80-88-105平，南北通透，无遮挡。
阳光城文澜府的不足之处,社区生活配套暂时不全。  车位紧张
阳光城文澜府的附近学校,重点学区房，九年一贯制南开中小学。直接参考市区六区高中。
阳光城翡丽公园的轨道交通,项目1公里处地铁6号线（和慧南路站），楼下公交站808、655、629等，通往市区环外交通十分便利。
阳光城翡丽公园的不足之处,楼间距有点窄。 车位紧张
阳光城翡丽公园的小区设施,小区中心有900平绿地，绿地周边设有儿童游乐设施和健身器材，方便儿童玩耍交朋友的同时也可以锻炼身体。
阳光城翡丽公园的其他描述,自持物业 物业费 3元每平米
阳光星期八昕旺南苑的小区户型,目前在售的100平米的户型 大平米为主
阳光星期八昕旺南苑的附近学校,小区内有幼儿园，河东五幼。小区属于第二中心小学片儿。
阳光星期八昕旺南苑的小区户型,小区共15栋楼，一居室66-87平米，两居室89-96平米，三居室124-173平米。
阳光星期八昕旺南苑的不足之处,车位比较紧张，停车不是很方便。
阳光星期八昕旺南苑的生活配套,距离河东万达广场，爱琴海购物广场一千米。餐饮，购物休闲娱乐一应俱全。小区底商美容美发，餐饮，便利店等
阳光星期八昕旺南苑的小区设施,小区内有儿童乐园，花园，还有封闭式篮球场网球场，能够满足大部分业主们的运动休闲所需。
隆春里的轨道交通,小区出门直行100米，晨阳道公交站。1.2公里地铁5号线成林道站，1.5公里2号线5号线交汇站靖江路
隆春里的生活配套,距水游城步行约900米， 小区西门口有中国银行 工商银行 距米兰超市200米
隆春里的轨道交通,附近公交站铃铛阁站、复兴路站，出门约300米，到地铁1号线西北角站约900米
隆春里的不足之处,物业管理不到位，房龄老一点了
隆春里的小区户型,朝向1室户型朝南面积46-51平米左右，推荐2室户型85平米户型双阳通透户型
隆盛花园的小区设施,小区内栽种着各种植被，14号楼附近有一个专门运动的场地，健身设施，小区出入口有车辆拦截装置
隆盛花园的小区设施,小区车位配比为1:1.25，地上地下双停车位，设施完善，还有儿童乐园，绿化达50%
隆盛花园的轨道交通,南侧为塘沽高铁站，可通天津市区和北京互通，北门出来以后有8条公交线路，自驾出行更加方便，
隆盛花园的不足之处,小区人口较多，停车位紧张
隆盛花园的生活配套,小区门口有很多超市和菜店，小区一公里内有大型商场
隆盛花园的小区户型,小区根据楼栋的不同，户型也不同，二期一共8栋高层，28栋为楼王位置，还有30栋31栋是正南正北的户型
隆盛花园的小区户型,小区由31栋楼房组成，23号楼以后为隆盛花园二期，主要是84～98平的两室，45～67平的1室组成
隆盛花园的生活配套,小区对面有一间世纪华联超市，占地2000平左右，能满足日常需求，在步行5分钟内有两个菜市场，
隆盛花园的不足之处,因为我自己也住在这，所以缺点很直观，就是高层住的人太多，平时上班得早起5分钟，其他的都挺好
隆盛花园的房屋品质,小区12年以后才开始入住，现在入住率90%左右，传统中式建筑，质量有保障，户型无浪费面积
隆达新苑的小区设施,小区中间有个小公园设有儿童玩乐设施，晚上也会有很多老人在这边遛弯
隆达新苑的不足之处,小区绿化率略微低一些，物业管理一般。
隆达新苑的生活配套,300米范围可达中医第二附属医院，三甲级资源，南侧500米汇光里菜市场
随园公寓的小区户型,本小区高层小区，户型53平独单。62平独单.70平可改两室大独单，剩余80平双阳和84平通透户型
随园公寓的小区设施,小区内配有公共花园 可提供老人小孩户外活动
随园公寓的轨道交通,出小区500米地铁6号线 北宁公园站
随园公寓的不足之处,小区内车位较少 可停放小区外公共停车场
随园里的小区户型,该小区以两室为推的是大户型，90平米南北通透
随园里的轨道交通,步行300米 西园西里公交站 608路 628路 668路 675路 952路步行600米地铁5号线
随园里的生活配套,步行300米 体北菜市场 友谊菜市场 大润发大型综合超市 小区旁有 农行 建行 水果店 餐饮
雅云里的不足之处,宾西老旧小区 没有物业
雅云里的小区设施,小区内有一个健身场地，一个在8号楼楼下。电动车车棚有两个，在靠近7号楼，每一个充电的话是30左右
雅云里的生活配套,小区附近周边配套齐全，距离人民医院600米，医疗条件好。距离长虹公园1100米，可与家人一起休闲娱乐
雅云里的不足之处,小区车位不足，没有固定停车位，小区内乱停乱放现象严重  车位紧张
雅云里的轨道交通,步行到达地铁6号线人民医院站700米途经2站到达天津西站
雅仕兰庭的小区户型,小区共有11栋楼，其中11号楼是天明街供热站，其他10栋楼都是普通住宅，7楼到顶。产权私产房居多
雅仕兰庭的生活配套,出小区东行5公里有东丽万达、小区方圆300米能满足一切生活需求
雅仕兰庭的小区设施,小区中心位置配有儿童娱乐场所、凉亭健身器材供业主使用、人车分流
雅仕兰庭的小区户型,小区共有23栋住宅、全是高层、两梯四户、户型84平米全阳-154平米大四室南北通透、多以小户型为主
雅园里的不足之处,小区临着快速路、噪音有些大、
雅园里的房屋品质,小区是1990年建的房子，统一毛坯交房，临近马路那栋楼，阴面都有阳台，具有隔音，保温效果。
雅园里的小区户型,小区共有9栋楼，其中1到8号楼为6楼到顶，9号楼为8楼到顶，主营小户型一室40平米左右，两室60左右
雅园里的轨道交通,雅园里小区东向步行250米就是人民医院地铁站6号线，经过一站到长虹公园可换成2号线
雅园里的不足之处,绿化少，停车位少，每天停车还是很紧张的  车位紧张
雅园里的小区户型,雅园里均为一梯三户，南北通透和阳面，32-50平米为一室主力户型，60-90平米为两室适合改善户型
雅园里的小区设施,小区7号楼南面设有健身娱乐设施，花园。4号楼5号楼中间设有自行车棚。3号楼4号楼中间设有部分规划车位
雅园里的生活配套,小区南门西侧设有咸阳路医院，东侧就是天明菜市场，北侧有物美超市。500米内有建行，农行，邮政银行
雅安东里的小区设施,小区内设有50平米左右的健身设施，小区的5号楼和6号楼中间有一个停车棚
雅安东里的不足之处,小区的缺点就是房龄比较老，是1986年建成的。
雅安东里的生活配套,小区门口有华润万家超市，津工超市，对面是师范大学南开附属中学，后面还有老百姓大药房。
雅安东里的小区设施,小区内部设有健身器械，中间还有小花园，小区对面是天津市师范大学南开附属中学，罗江菜市场。
雅居乐御宾府的小区户型,小区总共有24栋楼，户型有阳面一室，南北通透两室和双阳面两室，小区总价较低，成交量活跃。
雅居乐御宾府的小区户型,主力户型89㎡112㎡125㎡，纯洋房社区，楼间距40米，采光非常好
雅居乐御宾府的生活配套,小区往东500米为吾悦广场 休闲娱乐应有尽有 小区往北50米为南开中学部 师资力量雄厚
雅居乐御宾府的不足之处,小区没有地上车位，物业费高  车位紧张
雅居乐御宾府的小区设施,社区中央建设5000平中央花园，绿化率达到45%。
雅晟轩的轨道交通,距小区800米为地铁8号线天津大站。
雅晟轩的小区设施,紫东安物业管理有限公司，物业2元/平，车位1:07有地下停车场，
雅晟轩的小区户型,本小区户型有80、90、117等，80两居中户，90.117为边户通透户型，小区就三栋楼，前后无遮挡
雅润嘉园的不足之处,绿化少，挨着路边有点噪音。
雅润嘉园的生活配套,小区旁边紧邻熙汇综合商场吃喝玩乐样样俱全。
雅润嘉园的小区户型,6栋280户，1-5号楼电梯房12楼到顶，6号楼砖楼6楼到顶，一梯三户
雅润嘉园的小区设施,小区有个花园，有个凉亭，健身器材。
雅环里的不足之处,1-2号楼5号楼临快速路，黄河道有点吵
雅环里的轨道交通,距离地铁6号线人民医院站650米，距离雅园里公交站194米。
雅环里的附近学校,对应学校是南开艺术小学，中学是南开北片：四十三中学，二十五中学，南开中学，崇化中学
雅环里的房屋品质,小区建造年代1996年南开建筑开发公司建造，小区为砖楼结构，防潮隔音，地势比较高防水性能好
雅环里的不足之处,小区未规划健身娱乐器材，居民健身娱乐缺少去处
雅美里的小区户型,雅环里小区六楼到顶，主要以小户型为主一室40平， 两室60平米
雅美里的小区设施,小区3号楼和4号楼之间4楼和5号楼之间，各有一个小花园，小花园内都有健身器材运动设施。
雅美里的生活配套,距离菜市场100米，距离超市150，距离咸阳路医院450米，距离人民医院650米
雅美里的不足之处,小区没有规划车位，存在乱停放现象
雅美里的小区户型,雅美里小区原来是7栋楼，6号楼拆迁，剩余6栋楼，是七楼到顶的砖楼，一室约45平米，两室60㎡-99㎡
雅美里的附近学校,属于艺术小学，南开北片重点中学
雅美里的轨道交通,距离长虹公园地铁站（6号线与2号线）紧850米
雅美里的不足之处,进出车不方便，没有固定车位
雅美里的生活配套,小区挨着天明街永利菜市场买菜方便，距离人民医院800米，距离长虹公园1000米，距离黄河医院600米
雅致里(南区)的轨道交通,距离6号线通往西站，北站人民医院站A口888米，距离长虹公园地铁站1200米。小园公交站388米。
雅致里(南区)的轨道交通,出门就有各路公交站，距离财经大学公交站有500米的距离
雅致里(南区)的小区户型,雅致里主要有40平米的一室和60平米左右的两室基本都是六层小洋房为主。
雅致里(南区)的不足之处,老小区，物业稍微差点
雅阳家园的生活配套,出小区100米左右是大瑞发超市，购物非常的方便
雅阳家园的小区户型,小区一室户型以53-57平米为主，以朝南为主，两室户型以75-80平米为主，多为南北通透户型，
雅阳家园的居民素质,小区租户较少，比例1/10左右，人群年轻人居多，邻里关系和睦
雍祥府的小区设施,小区中心位置有凉亭和花园，大概占地面积70平米左右，可供业主娱乐休闲使用
雍祥府的居民素质,小区中年事业有成人相对多一些，住户多以三代人为主，会有老人来帮忙照顾孩子。居住氛围浓厚。
雍祥府的小区户型,小区均为一梯两户，和两梯四户，南北通透，主推115平米高层，洋房，适合改善需求。
雍祥府的不足之处,小区目前周边配套不是特别齐全，因为毕竟是刚刚交房社区，有待进一步发展。
雍馨花园的小区设施,小区中心有1000平的绿地，绿地周边有儿童滑梯，跷跷板等娱乐设施，很多小朋友放学后在此玩耍交朋友。
雍馨花园的不足之处,10年前的小区，绿化较少，总价较高 车位紧张
雍馨花园的小区户型,本小区为一梯两户五层到顶的走梯房，均为南北通透，楼间距大，推荐南北通透小两居
雍馨花园的居民素质,老业主都是本地的老街坊，近年来租户人群以陪读人群为主，人员流动性不大，邻里和睦
雍馨花园的小区设施,小区内部设施齐全，小区中间位置有一个大公园，里边有凉亭 乒乓球台 运动器材
雪优花园的生活配套,小区西侧100米是文化公园和影剧院图书馆，方便居民健身娱乐
雪优花园的不足之处,周边目前没有通地铁，需要坐公交去地铁站
雪优花园的小区设施,小区地面有临时车位，有公共的电车充电桩 ，在小区的中间位置有运动健身器材。
雪优花园的生活配套,小区里拥有自持的菜市场，五公里处有幸福一家超市  燕莎奥特莱斯 等大型购物广场
雪优花园的轨道交通,小区口有695公交车直通地铁站，660能直接到天津站 818水上公园 690 751到东丽宜家
霞光里(北辰)的小区户型,小区主力户型是96平米两室和94平米三室，楼间距50左右，采光非常棒
霞光里(北辰)的轨道交通,小区距离公交车站200米，多条公交路线，出行方便
霞光里(北辰)的居民素质,居民素质较好，好相处。
霞光里(北辰)的其他描述,小区物业认真负责，只有8块钱清洁费每个月。
霞光里(北辰)的附近学校,小区北门正对北辰实验幼儿园，出门东向200米是北仓幼儿园与实验中学。
霞光里(北辰)的不足之处,小区房龄较老，没有电梯，停车位少
