rent,deposit,layout,area,orientation,floor,decoration,type,compound,street,house_id
2600,付3押1,2室1厅1卫,59平方米,南北,高层(共6层),精装修,普通住宅,新庆里,南开 广开街,3.11E+15
1600,半年付押1,2室2厅1卫,73平方米,朝南,中层(共28层),精装修,普通住宅,保利上河雅颂(南区),南区,3.11E+15
1500,付3押1,2室2厅1卫,90平方米,朝南,高层(共21层),简单装修,普通住宅,水岸花园,塘沽 北塘街,3.11E+15
2200,付3押1,1室1厅1卫,53平方米,朝南,中层(共28层),精装修,普通住宅,兰江新苑,河西 小海地,3.11E+15
1500,付3押1,2室1厅1卫,75平方米,朝南,低层(共22层),精装修,普通住宅,金益园,津南 咸水沽,3.11E+15
1500,付3押1,2室2厅1卫,90平方米,朝南,高层(共21层),简单装修,普通住宅,水岸花园,塘沽 北塘街,3.11E+15
1500,面议,2室2厅1卫,102平方米,南北,中层(共25层),精装修,普通住宅,天锦园,宝坻 海滨街,3.11E+15
5600,付3押1,2室1厅1卫,180.8平方米,朝北,中层(共27层),简单装修,普通住宅,金海岸公寓,河北 望海楼街,3.11E+15
2500,付3押1,3室1厅1卫,99平方米,南北,高层(共11层),精装修,普通住宅,文德花园,津南 海河教育园区,3.11E+15
1500,面议,2室1厅1卫,82平方米,南北,中层(共28层),简单装修,普通住宅,津南新城合雅园,津南 咸水沽,3.11E+15
2500,付3押1,3室2厅2卫,131.7平方米,南北,中层(共6层),精装修,普通住宅,逸园,东丽 华明镇,3.11E+15
1500,付3押1,2室1厅1卫,81.4平方米,南北,高层(共21层),简单装修,普通住宅,舒畅嘉园,东丽 地毯路,3.11E+15
1700,付3押1,2室1厅1卫,65平方米,南北,中层(共7层),精装修,普通住宅,新华里(滨海),滨海,3.11E+15
2600,付3押1,2室1厅1卫,51平方米,朝南,高层(共7层),精装修,普通住宅,利合里,河西 下瓦房,3.11E+15
3300,付3押1,1室1厅1卫,57平方米,朝南,中层(共28层),精装修,公寓,新汇华庭(商住楼),商住楼,3.11E+15
1500,付3押1,2室1厅1卫,75平方米,朝南,低层(共22层),精装修,普通住宅,金益园,津南 咸水沽,3.11E+15
1700,付3押1,1室1厅1卫,40平方米,朝南,中层(共6层),精装修,普通住宅,桥园里(河北),河北,3.11E+15
1500,面议,2室2厅1卫,102平方米,南北,中层(共25层),精装修,普通住宅,天锦园,宝坻 海滨街,3.11E+15
2800,付3押1,1室1厅1卫,50平方米,朝南,高层(共6层),精装修,普通住宅,勤建里,和平 新兴街,3.11E+15
2500,付3押1,3室1厅1卫,99平方米,南北,高层(共11层),精装修,普通住宅,文德花园,津南 海河教育园区,3.11E+15
1600,面议,2室2厅1卫,91.2平方米,南北,低层(共27层),简单装修,普通住宅,鸿坤原乡郡,武清 杨村街,3.11E+15
2500,付3押1,3室2厅2卫,131.7平方米,南北,中层(共6层),精装修,普通住宅,逸园,东丽 华明镇,3.11E+15
1700,付3押1,2室1厅1卫,65平方米,南北,中层(共7层),精装修,普通住宅,新华里(滨海),滨海,3.11E+15
2600,付3押1,2室2厅1卫,72平方米,南北,中层(共15层),简单装修,普通住宅,金隅悦城品香苑,东丽 张贵庄街,3.11E+15
4200,付3押1,1室1厅1卫,57平方米,朝西,低层(共27层),简单装修,公寓,北辰红星国际广场(商住楼),商住楼,3.11E+15
3800,付3押1,2室1厅1卫,96平方米,南北,高层(共29层),精装修,普通住宅,雅仕兰庭,河东 富民路,3.11E+15
1700,付3押1,1室1厅1卫,40平方米,朝南,中层(共6层),精装修,普通住宅,湘潭里,红桥 西沽街,3.11E+15
2200,付3押1,2室2厅1卫,86平方米,朝南,低层(共32层),精装修,普通住宅,金地格林世界棕榈苑,津南 双港,3.11E+15
1200,付1押1,1室1厅1卫,50平方米,朝南,共4层,精装修,普通住宅,滨海人家(一期),塘沽 杭州道街,3.00E+15
4000,付3押1,3室2厅2卫,150平方米,南北,高层(共11层),精装修,普通住宅,阳光100国际新城东园,南开 体育中心,3.11E+15
1800,付3押1,2室2厅1卫,66.8平方米,南北,低层(共6层),精装修,普通住宅,双街新家园,北辰 双街镇,3.11E+15
1800,面议,2室1厅1卫,99平方米,朝南,高层(共16层),精装修,普通住宅,荔隆观邸,武清 杨村街,3.11E+15
2700,付3押1,2室1厅1卫,91平方米,南北,中层(共33层),精装修,普通住宅,隆达新苑,河北 江都路街,3.11E+15
2200,付3押1,2室1厅1卫,94平方米,南北,高层(共6层),精装修,普通住宅,馨苑小区,塘沽 新港街,3.11E+15
2800,付3押1,3室1厅1卫,140平方米,南北,高层(共6层),精装修,普通住宅,中铁十八局集团(北区),北区,3.11E+15
1800,面议,2室1厅1卫,90平方米,南北,共5层,精装修,普通住宅,阳光佳园一里, ,3.11E+15
2700,付1押1,2室1厅1卫,80平方米,朝南,低层(共30层),精装修,普通住宅,君临大厦,河北 光复道街,3.11E+15
1500,面议,1室1厅1卫,55.1平方米,朝东,高层(共32层),简单装修,普通住宅,民畅园,红桥 咸阳北路街,3.11E+15
1600,付1押1,1室1厅1卫,40平方米,朝南,高层(共7层),精装修,普通住宅,迎风里,南开 王顶堤,3.11E+15
3300,面议,2室1厅1卫,70平方米,南北,高层(共6层),精装修,普通住宅,莲安里,南开 嘉陵道,3.11E+15
1400,付3押1,2室2厅1卫,83平方米,朝南,低层(共18层),精装修,普通住宅,星安庭苑,北辰 北辰周边,3.06E+15
2300,年付押1,3室1厅1卫,100平方米,南北,中层(共33层),简单装修,普通住宅,保利上河雅颂(南区),南区,3.11E+15
2200,付3押1,2室1厅1卫,92平方米,朝南,低层(共26层),精装修,普通住宅,金城嘉园,宁河 芦台镇,3.11E+15
1900,付3押1,1室1厅1卫,41平方米,南北,中层(共7层),精装修,普通住宅,卫安北里,南开 广开街,3.11E+15
1200,付3押1,1室1厅1卫,32平方米,南北,高层(共8层),豪华装修,普通住宅,礼貌东里小区,红桥 西沽街,2.98E+15
1300,面议,1室1厅1卫,60平方米,朝南,低层(共27层),精装修,普通住宅,经纬城市绿洲华清家园,武清 杨村街,3.11E+15
2200,付3押1,1室1厅1卫,40平方米,南北,中层(共6层),精装修,普通住宅,宾水东里,河西 天塔,3.11E+15
1700,面议,2室1厅1卫,70平方米,朝南,低层(共19层),精装修,普通住宅,盛世家园,武清 杨村街,3.11E+15
1500,付3押1,2室0厅1卫,68平方米,东南,中层(共32层),简单装修,普通住宅,和睦园,塘沽 西大沽街,3.11E+15
1400,付3押1,2室1厅1卫,78平方米,朝南,中层(共15层),精装修,普通住宅,新城悦隽风华滨斓苑,北辰 大张庄镇,3.11E+15
2500,付3押1,2室1厅2卫,55平方米,南北,中层(共9层),简单装修,普通住宅,童年湖,东丽 空港经济区,3.09E+15
2300,付3押1,1室1厅1卫,54平方米,西南,高层(共29层),精装修,普通住宅,熙汇广场,南开 黄河道,3.11E+15
1000,面议,1室1厅1卫,55平方米,南北,低层(共21层),简单装修,普通住宅,状元城,宝坻 朝霞街,3.11E+15
2300,付1押1,2室2厅1卫,100平方米,南北,共5层,精装修,普通住宅,富家湾, ,3.11E+15
1900,付3押1,2室1厅1卫,43平方米,朝南,高层(共6层),精装修,普通住宅,清源楼,红桥 咸阳北路街,3.11E+15
2100,半年付押1,2室2厅1卫,99平方米,南北,共5层,精装修,普通住宅,雍馨花园, ,3.11E+15
1600,付3押1,1室1厅1卫,44平方米,朝南,中层(共6层),精装修,普通住宅,春畅里,南开 向阳路,3.11E+15
2500,付3押1,2室2厅1卫,91平方米,南北,高层(共34层),精装修,普通住宅,鸿正富贵嘉园,塘沽 新港街,3.11E+15
2200,付3押1,1室1厅1卫,87平方米,朝南,高层(共14层),简单装修,普通住宅,金泰丽湾,东丽 华明镇,3.11E+15
2100,半年付押1,2室2厅1卫,100平方米,朝南,低层(共6层),精装修,普通住宅,栖仙温泉公寓中区,武清 杨村街,3.11E+15
2600,付3押1,2室1厅1卫,96平方米,南北,高层(共11层),精装修,普通住宅,君悦花苑,西青 张家窝,3.10E+15
1900,付3押1,1室1厅1卫,43.1平方米,南北,低层(共6层),精装修,普通住宅,燕园里,南开 王顶堤,3.11E+15
2500,付3押1,2室2厅1卫,79平方米,南北,低层(共29层),精装修,普通住宅,假日盈润园,西青 中北,3.11E+15
2000,付3押1,1室1厅1卫,41.7平方米,朝南,低层(共6层),精装修,普通住宅,长青北里,河北 建昌道街,3.11E+15
1100,面议,1室1厅1卫,53.9平方米,朝南,中层(共27层),精装修,普通住宅,五子家园,蓟州 罗庄子镇,3.11E+15
1300,付3押1,1室1厅1卫,45平方米,南北,高层(共6层),精装修,普通住宅,宇萃里,河北 王串场街,3.11E+15
2400,付3押1,3室1厅1卫,93平方米,南北,低层(共16层),简单装修,普通住宅,社会山南苑,西青 张家窝,3.11E+15
2200,付3押1,1室1厅1卫,40平方米,朝南,高层(共7层),精装修,普通住宅,延生里,南开 兴南街,3.11E+15
2400,付3押1,3室3厅3卫,110平方米,南北,高层(共11层),精装修,普通住宅,联发欣悦学府,塘沽 北塘街,3.11E+15
1400,付1押1,2室1厅1卫,94平方米,南北,高层(共22层),精装修,普通住宅,东岸虹苑,汉沽 寨上街,3.11E+15
2500,面议,2室1厅1卫,93平方米,南北,中层(共21层),精装修,普通住宅,振业名邸,红桥 双环邨街,3.03E+15
2800,面议,2室1厅1卫,48平方米,南北,高层(共6层),精装修,普通住宅,祺寿里,河西 大营门,3.11E+15
2500,面议,3室2厅2卫,98平方米,南北,高层(共11层),精装修,普通住宅,融侨阳光城皓玥,西青 张家窝,3.11E+15
1100,付3押1,1室1厅1卫,40平方米,朝南,高层(共6层),精装修,普通住宅,黄海里,河西 柳林,3.11E+15
2500,付3押1,3室2厅1卫,89平方米,南北,高层(共9层),精装修,普通住宅,万科四季花城雅园,西青 张家窝,3.10E+15
1400,付3押1,1室1厅1卫,32平方米,朝南,低层(共6层),精装修,普通住宅,光荣楼,红桥 丁字沽街,3.11E+15
2800,付3押1,3室1厅1卫,97平方米,南北,高层(共26层),精装修,普通住宅,招商公园1872,西青 张家窝,3.11E+15
2200,付1押1,1室1厅1卫,55平方米,南北,高层(共7层),精装修,普通住宅,善安里,河北 光复道街,3.11E+15
4500,付3押1,2室1厅1卫,115平方米,东南,低层(共27层),精装修,普通住宅,悦海大厦,河北 光复道街,3.11E+15
2000,付3押1,3室2厅1卫,109.3平方米,南北,低层(共27层),精装修,普通住宅,欧铂城小区,北辰 小淀,3.11E+15
2500,面议,2室1厅1卫,82平方米,南北,低层(共27层),精装修,普通住宅,宝福家园,津南 双港,3.11E+15
2900,付3押1,1室1厅1卫,59.5平方米,朝东,中层(共32层),精装修,普通住宅,吉利花园,和平 南营门,3.11E+15
1400,付3押1,1室1厅1卫,53平方米,南北,中层(共30层),精装修,普通住宅,和苑梦和园,红桥 西营门街,3.11E+15
1950,付3押1,1室1厅1卫,50平方米,朝南,高层(共6层),精装修,普通住宅,潞河园,红桥 丁字沽街,3.11E+15
2200,付3押1,2室1厅1卫,85.8平方米,南北,高层(共6层),精装修,普通住宅,龙禧园,红桥 西沽街,3.11E+15
1000,付3押1,1室1厅1卫,70平方米,西北,低层(共33层),简单装修,普通住宅,招商依水郡,静海 团泊镇,3.11E+15
3000,付3押1,2室1厅1卫,88平方米,朝南,共4层,精装修,普通住宅,锦润华庭, ,3.11E+15
2200,付3押1,2室1厅1卫,59.2平方米,南北,高层(共6层),精装修,普通住宅,长治里,南开 万兴街,3.11E+15
2400,付3押1,2室1厅1卫,93平方米,南北,共5层,精装修,普通住宅,福渔园, ,3.08E+15
2400,付3押1,3室2厅2卫,131.9平方米,南北,高层(共8层),简单装修,普通住宅,紫罗园,北辰 集贤里,3.11E+15
3200,付3押1,2室2厅1卫,88平方米,朝南,中层(共28层),精装修,普通住宅,雅境新枫尚,河西 梅江,3.11E+15
2600,付3押1,2室1厅1卫,66平方米,东南,低层(共6层),精装修,普通住宅,益鑫里,红桥 卲公庄街,3.11E+15
2600,付3押1,2室1厅1卫,96平方米,朝南,中层(共14层),精装修,普通住宅,翠海佳园,东丽 程林街,3.11E+15
1800,付3押1,2室1厅1卫,86.8平方米,朝南,中层(共28层),精装修,普通住宅,富锦华庭,北辰 北仓,3.09E+15
2300,付3押1,1室1厅1卫,70.1平方米,朝南,中层(共32层),精装修,普通住宅,隆达新苑,河北 江都路街,3.11E+15
2000,付3押1,2室1厅1卫,70平方米,南北,低层(共7层),精装修,普通住宅,栖霞里,红桥 西沽街,3.11E+15
1800,付3押1,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,容彩里,河北 王串场街,3.11E+15
1300,付3押1,3室1厅1卫,68平方米,南北,低层(共10层),精装修,普通住宅,宝德云湾,塘沽 新城镇,3.11E+15
1500,付3押1,1室1厅1卫,48.4平方米,朝东,中层(共32层),精装修,普通住宅,和睦园,塘沽 西大沽街,3.11E+15
6600,付3押1,3室2厅2卫,105平方米,东南,高层(共28层),精装修,普通住宅,中交海河公馆,南开 鼓楼,3.11E+15
1800,付3押1,2室1厅1卫,86.8平方米,朝南,中层(共28层),精装修,普通住宅,富锦华庭,北辰 北仓,3.09E+15
1400,付3押1,1室1厅1卫,43平方米,南北,高层(共6层),精装修,普通住宅,丹江里,河北 靖江路街,3.11E+15
1800,付3押1,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,容彩里,河北 王串场街,3.11E+15
2400,付3押1,3室2厅2卫,117平方米,南北,中层(共8层),精装修,普通住宅,融创臻园兰禾嘉苑,北辰 宜兴埠,3.11E+15
1500,面议,3室2厅2卫,129平方米,南北,中层(共17层),精装修,普通住宅,蝶恋祥园,宝坻 宝平街,3.11E+15
1900,付3押1,2室1厅1卫,60平方米,南北,中层(共6层),精装修,普通住宅,官易里,南开 向阳路,3.11E+15
2300,面议,1室1厅1卫,56平方米,南北,低层(共9层),精装修,普通住宅,爱丽家园西区,开发区 第三大街,3.11E+15
4500,付3押1,2室1厅1卫,49平方米,南北,中层(共8层),精装修,普通住宅,裕德里,和平 南市,3.11E+15
1800,年付,2室1厅1卫,88平方米,南北,低层(共18层),精装修,普通住宅,富锦华庭,北辰 北仓,3.11E+15
2000,付3押1,1室1厅1卫,44.9平方米,东西,高层(共8层),精装修,普通住宅,新城小区,河西 挂甲寺,3.08E+15
1700,半年付押1,3室2厅1卫,120平方米,南北,共5层,精装修,普通住宅,新湾花园(北园),武清 杨村街,3.11E+15
3200,付3押1,2室2厅1卫,88.2平方米,南北,中层(共6层),精装修,普通住宅,雅园,开发区 第三大街,3.11E+15
1100,付3押1,1室1厅1卫,63.3平方米,朝南,低层(共14层),精装修,普通住宅,盛锦苑,东丽 东丽湖,3.08E+15
3500,付3押1,2室2厅1卫,86平方米,朝南,低层(共11层),精装修,普通住宅,远洋新干线,东丽 空港经济区,3.11E+15
3600,付3押1,2室1厅1卫,94平方米,南北,低层(共29层),精装修,普通住宅,红星国际晶品轩,河东 上杭路,3.01E+15
1600,半年付押1,2室1厅1卫,66平方米,南北,共5层,精装修,普通住宅,曹园小区, ,3.11E+15
2500,付3押1,2室1厅1卫,100平方米,南北,中层(共8层),精装修,普通住宅,迎春园,塘沽 工农村街,3.11E+15
1500,付3押1,2室1厅1卫,78.5平方米,南北,高层(共27层),精装修,普通住宅,沽上江南,津南 咸水沽,3.11E+15
4300,付3押1,1室1厅1卫,61平方米,朝北,低层(共66层),精装修,普通住宅,和平翰林公馆,和平 劝业场,3.11E+15
4300,付3押1,1室1厅1卫,61平方米,朝北,低层(共66层),精装修,普通住宅,和平翰林公馆,和平 劝业场,3.11E+15
1900,付3押1,1室1厅1卫,65.6平方米,朝南,高层(共21层),精装修,普通住宅,新科园,西青 中北,3.11E+15
1500,付1押1,1室1厅1卫,60平方米,南北,低层(共30层),精装修,普通住宅,贻成尚北,塘沽 工农村街,3.11E+15
1600,付3押1,2室2厅1卫,87.8平方米,南北,低层(共26层),精装修,普通住宅,恒大翡翠华庭,东丽 东丽湖,3.11E+15
1400,面议,2室2厅1卫,90平方米,南北,中层(共17层),精装修,普通住宅,挹青园,宝坻 海滨街,3.11E+15
2500,付3押1,2室1厅1卫,63.2平方米,西北,高层(共27层),精装修,公寓,北辰红星国际广场(商住楼),商住楼,3.10E+15
1600,付3押1,1室1厅1卫,55.6平方米,朝南,高层(共28层),精装修,普通住宅,和苑梦和园,红桥 西营门街,3.11E+15
2400,付3押1,2室1厅1卫,95平方米,南北,中层(共11层),精装修,普通住宅,君悦花苑,西青 张家窝,3.11E+15
3500,付3押1,2室1厅1卫,65平方米,南北,低层(共6层),精装修,普通住宅,福至里,河西 下瓦房,3.11E+15
4200,付3押1,3室2厅2卫,133平方米,南北,低层(共6层),精装修,普通住宅,云锦世家(南区),南区,3.11E+15
2500,付3押1,1室2厅1卫,60平方米,南北,低层(共20层),精装修,公寓,君景广场,开发区 第五大街,3.09E+15
1700,付3押1,2室1厅1卫,86平方米,朝南,低层(共34层),精装修,普通住宅,远洋城滨翔花园,塘沽 胡家园街,3.11E+15
1800,付3押1,2室1厅1卫,97平方米,南北,高层(共24层),精装修,普通住宅,欣雅苑,塘沽 北塘街,3.07E+15
3500,付3押1,3室2厅1卫,89平方米,南北,高层(共11层),精装修,普通住宅,金融街融汇,西青 海泰高新区,3.11E+15
1350,付3押1,2室2厅1卫,87.4平方米,南北,高层(共28层),精装修,普通住宅,恒大翡翠华庭,东丽 东丽湖,3.09E+15
1600,付3押1,2室1厅1卫,96平方米,南北,中层(共30层),精装修,普通住宅,盛泽园,北辰 青光,3.11E+15
4000,面议,3室2厅1卫,91平方米,南北,高层(共14层),精装修,普通住宅,君景广场,开发区 第五大街,3.11E+15
4500,付3押1,2室2厅1卫,90平方米,朝南,低层(共16层),豪华装修,普通住宅,睦华里,红桥 铃铛阁街,3.11E+15
2400,付3押1,3室2厅1卫,91平方米,南北,高层(共18层),精装修,普通住宅,万科四季花城雅园,西青 张家窝,3.11E+15
1800,付3押1,2室2厅1卫,92平方米,南北,高层(共27层),精装修,普通住宅,瞰海轩,滨海新区 滨海城区,3.11E+15
3000,付1押1,3室2厅2卫,165平方米,南北,共5层,精装修,普通住宅,先锋公寓, ,3.10E+15
1800,付3押1,3室2厅2卫,123平方米,南北,高层(共8层),精装修,普通住宅,蓝光雍锦香颂,津南 咸水沽,3.11E+15
1350,付3押1,2室2厅1卫,87.4平方米,南北,高层(共28层),精装修,普通住宅,恒大翡翠华庭,东丽 东丽湖,3.09E+15
1000,半年付押1,1室1厅1卫,78平方米,朝南,低层(共15层),精装修,普通住宅,景瑞花园,武清 徐官屯街,3.11E+15
5200,付3押1,3室1厅1卫,128.1平方米,南北,中层(共11层),精装修,普通住宅,汇和家园,河东 春华街,3.11E+15
2500,付3押1,3室2厅2卫,120平方米,朝南,高层(共6层),精装修,普通住宅,中建海纳府,开发区 中新生态城,3.11E+15
3000,面议,2室1厅1卫,58平方米,朝南,中层(共8层),精装修,普通住宅,振河里,和平 新兴街,3.11E+15
2300,半年付,2室2厅1卫,78平方米,南北,高层(共7层),精装修,普通住宅,龙湖天璞,津南 海河教育园区,3.11E+15
6200,面议,2室2厅1卫,117平方米,南北,高层(共7层),精装修,普通住宅,宏达公寓(和平),和平,3.11E+15
1700,付3押1,2室1厅1卫,84平方米,朝南,低层(共24层),精装修,普通住宅,欣雅苑,塘沽 北塘街,3.11E+15
900,付2押1,2室2厅1卫,85平方米,南北,中层(共27层),简单装修,普通住宅,富力新城雍景豪庭,静海 团泊镇,3.11E+15
3500,付3押1,3室2厅1卫,128平方米,南北,中层(共6层),精装修,普通住宅,新华里(滨海),滨海,3.11E+15
2400,付3押1,2室2厅1卫,68平方米,南北,中层(共6层),简单装修,普通住宅,光华小区,河东 富民路,3.08E+15
3000,付3押1,1室1厅1卫,85.6平方米,南北,中层(共18层),精装修,普通住宅,凌奥产业园国际公寓,南开 体育中心,3.11E+15
2200,付3押1,1室1厅1卫,40平方米,朝南,高层(共8层),精装修,普通住宅,新城小区,河西 挂甲寺,3.11E+15
1900,付3押1,2室1厅1卫,86平方米,南北,高层(共18层),精装修,普通住宅,富锦华庭,北辰 北仓,3.11E+15
3200,付3押1,2室1厅1卫,72平方米,南北,高层(共11层),精装修,普通住宅,兰江新苑,河西 小海地,3.11E+15
1600,付3押1,2室1厅1卫,55平方米,南北,低层(共6层),精装修,普通住宅,泰来西里,北辰 集贤里,3.10E+15
2200,付3押1,3室1厅1卫,71.8平方米,南北,低层(共6层),精装修,普通住宅,拜泉里,北辰 北仓,3.11E+15
1100,付3押1,1室1厅1卫,45平方米,朝南,高层(共13层),精装修,普通住宅,宇顺园,塘沽 胡家园街,3.11E+15
1250,付3押1,1室1厅1卫,51.8平方米,朝南,高层(共32层),精装修,普通住宅,力高阳光海岸逸海苑,滨海新区 滨海城区,3.11E+15
1750,付1押1,1室1厅1卫,48.9平方米,南北,高层(共18层),精装修,普通住宅,碧春园,红桥 双环邨街,3.11E+15
1200,面议,2室2厅1卫,100平方米,南北,共5层,精装修,普通住宅,广厦南里西区, ,3.11E+15
2800,付3押1,2室2厅2卫,49.8平方米,南北,中层(共23层),精装修,普通住宅,首创大河公馆,河北 新开河街,3.11E+15
1100,付3押1,1室1厅1卫,29平方米,朝南,中层(共6层),简单装修,普通住宅,富民路94号院,河东 富民路,3.05E+15
1000,付3押1,2室1厅1卫,56平方米,南北,中层(共6层),精装修,普通住宅,引河里,北辰 北仓,3.11E+15
1750,付1押1,1室1厅1卫,50平方米,南北,低层(共32层),精装修,普通住宅,融科心贻湾,塘沽 工农村街,3.07E+15
2600,付3押1,2室1厅1卫,82平方米,南北,中层(共15层),精装修,普通住宅,万科西庐文韵园,西青 精武,3.11E+15
2500,付3押1,1室1厅1卫,47平方米,朝北,高层(共27层),精装修,普通住宅,保利国际博朗园,南开 广开街,3.11E+15
1600,半年付押1,2室2厅1卫,87平方米,朝南,高层(共23层),精装修,普通住宅,翠亨花园北里,武清 杨村街,3.11E+15
1000,付3押1,1室1厅1卫,50平方米,南北,共5层,精装修,普通住宅,人祥南里, ,3.11E+15
2600,半年付押1,3室2厅1卫,115平方米,南北,中层(共16层),精装修,普通住宅,紫泉庭苑,武清 杨村街,3.11E+15
1500,付3押1,1室1厅1卫,55平方米,朝南,高层(共27层),精装修,普通住宅,和苑国和园,红桥 西营门街,3.11E+15
3100,付3押1,2室1厅1卫,54.5平方米,南北,共4层,精装修,普通住宅,文静里, ,3.11E+15
2100,付1押1,1室1厅1卫,60平方米,东南,高层(共28层),精装修,普通住宅,城市之光月光园(商住楼),商住楼,3.11E+15
8500,付3押1,3室2厅3卫,203.3平方米,朝南,高层(共27层),精装修,普通住宅,海逸长洲恋海园,河西 梅江,3.11E+15
2800,付3押1,2室1厅1卫,90平方米,南北,低层(共27层),精装修,普通住宅,碧桂园天誉,塘沽 大沽街,3.11E+15
12000,付3押1,3室2厅3卫,181平方米,西南,高层(共61层),豪华装修,普通住宅,天津雅颂居,河东 大王庄,3.11E+15
2400,付3押1,2室1厅1卫,60平方米,西南,高层(共7层),精装修,普通住宅,嘉祥里(河东),河东,3.08E+15
2100,付3押1,2室1厅1卫,94平方米,朝南,低层(共18层),精装修,普通住宅,华润橡树湾茗润轩,东丽 华明镇,3.11E+15
1500,付3押1,1室1厅1卫,32平方米,朝南,高层(共6层),精装修,普通住宅,南海里,河西 柳林,3.11E+15
1500,付3押1,2室2厅1卫,80平方米,朝南,低层(共24层),精装修,普通住宅,秀水馨苑,北辰 小淀,3.11E+15
2600,付3押1,2室2厅1卫,90平方米,南北,高层(共24层),精装修,普通住宅,万科海港城(三期),三期,3.11E+15
3700,付3押1,2室2厅1卫,91平方米,朝南,中层(共23层),精装修,普通住宅,融科瀚棠丰合园(滨海),滨海,3.11E+15
8000,付3押1,2室2厅2卫,149平方米,西南,低层(共61层),精装修,普通住宅,天津雅颂居,河东 大王庄,3.11E+15
4000,付3押1,3室1厅1卫,97平方米,朝南,低层(共32层),精装修,普通住宅,天房美棠美塘佳苑,河西 梅江,3.11E+15
1400,面议,1室1厅1卫,55平方米,朝南,高层(共23层),精装修,普通住宅,金才园,津南 咸水沽,3.11E+15
1600,付3押1,2室1厅1卫,55.7平方米,朝南,中层(共28层),精装修,普通住宅,宜达园,北辰 普东街,3.11E+15
1900,付3押1,2室1厅1卫,54.5平方米,东南,中层(共6层),精装修,普通住宅,微山里,河西 陈塘庄,3.11E+15
5500,付3押1,1室1厅1卫,67平方米,南北,高层(共57层),精装修,普通住宅,都会轩,和平 体育馆,3.09E+15
1900,付1押1,1室1厅1卫,52平方米,南北,高层(共6层),精装修,普通住宅,金冠里,南开 王顶堤,3.11E+15
2000,付3押1,2室1厅1卫,60平方米,南北,高层(共6层),精装修,普通住宅,同江里,河西 小海地,3.11E+15
2500,面议,2室1厅1卫,76.4平方米,南北,共5层,精装修,普通住宅,雍馨花园, ,3.11E+15
6500,付3押1,3室2厅2卫,138平方米,南北,高层(共16层),精装修,普通住宅,郡城世家,和平 南市,3.11E+15
2700,付3押1,2室1厅1卫,58.2平方米,朝南,高层(共7层),精装修,普通住宅,级升里,南开 广开街,3.11E+15
2200,付1押1,1室1厅1卫,48平方米,南北,高层(共7层),精装修,普通住宅,卫星里(河西),河西,3.11E+15
2500,付3押1,2室2厅1卫,100平方米,南北,中层(共7层),精装修,普通住宅,馨苑小区,塘沽 新港街,3.11E+15
1600,付3押1,1室1厅1卫,63平方米,南北,高层(共6层),精装修,普通住宅,金宜里,北辰 普东街,3.09E+15
2300,付3押1,1室1厅1卫,43.1平方米,西南,中层(共26层),精装修,普通住宅,城市星座,河东 春华街,3.11E+15
1400,面议,2室1厅1卫,97平方米,南北,中层(共6层),精装修,普通住宅,顺兴小区,宁河 芦台镇,3.11E+15
1300,半年付,2室1厅1卫,88平方米,朝南,低层(共17层),精装修,普通住宅,蝶恋和园,宝坻 宝平街,3.11E+15
1400,面议,2室1厅1卫,97平方米,南北,中层(共6层),精装修,普通住宅,顺兴小区,宁河 芦台镇,3.09E+15
1300,半年付,2室1厅1卫,88平方米,朝南,低层(共17层),精装修,普通住宅,蝶恋和园,宝坻 宝平街,3.11E+15
1498,付3押1,1室1厅1卫,40平方米,南北,高层(共6层),精装修,普通住宅,律笛里,河北 鸿顺里街,3.07E+15
2700,付3押1,2室1厅1卫,67.9平方米,南北,高层(共6层),精装修,普通住宅,晓春里,红桥 芥园街,3.11E+15
1400,面议,1室1厅1卫,70平方米,南北,低层(共20层),精装修,普通住宅,蓝光雍锦香颂,津南 咸水沽,3.11E+15
2100,付3押1,2室1厅1卫,80平方米,朝南,高层(共6层),精装修,普通住宅,长青北里,河北 建昌道街,3.11E+15
2200,付3押1,2室1厅1卫,89.8平方米,南北,中层(共18层),精装修,普通住宅,海山南里,东丽 张贵庄街,3.11E+15
2400,付3押1,3室2厅1卫,98平方米,南北,低层(共14层),精装修,普通住宅,社会山东苑,西青 张家窝,3.11E+15
4000,付3押1,3室2厅2卫,147.5平方米,南北,高层(共6层),精装修,普通住宅,东盈园,河东 春华街,3.11E+15
1500,付3押1,1室1厅1卫,38.2平方米,南北,中层(共6层),精装修,普通住宅,文明里,塘沽 杭州道街,3.11E+15
2800,付3押1,1室1厅1卫,65平方米,南北,低层(共32层),精装修,普通住宅,绚丽园,河东 大王庄,3.11E+15
4200,年付押1,2室1厅1卫,56平方米,南北,共5层,精装修,普通住宅,浦口东里, ,3.10E+15
2700,付3押1,2室1厅1卫,99.5平方米,南北,低层(共7层),精装修,普通住宅,瑜峰园,河北 新开河街,3.11E+15
3500,付3押1,2室2厅1卫,87.6平方米,朝南,中层(共32层),精装修,普通住宅,北开花园,红桥 大胡同街,3.11E+15
2200,面议,1室1厅1卫,52平方米,朝东,中层(共20层),精装修,普通住宅,通达尚城(商住楼),商住楼,3.11E+15
